Order_ID,Order_Item_ID,Order_Amount,Order_Category,Order_Status
ORD004267,OI004267,2002.86,Bakery,Completed
ORD004268,OI004268,2287.9,Personal Care,Completed
ORD004269,OI004269,1599.32,Fruits & Vegetables,Completed
ORD004270,OI004270,904.19,Snacks,Completed
ORD004271,OI004271,1596.01,Snacks,Completed
ORD004272,OI004272,651.28,Snacks,Completed
ORD004273,OI004273,1944.11,Personal Care,Cancelled
ORD004274,OI004274,941.21,Groceries,Completed
ORD004275,OI004275,885.01,Beverages,Cancelled
ORD004276,OI004276,1276.12,Groceries,Completed
ORD004277,OI004277,2171.71,Personal Care,Completed
ORD004278,OI004278,823.08,Groceries,Completed
ORD004279,OI004279,1642.29,Frozen Foods,Rejected
ORD004280,OI004280,453.58,Bakery,Completed
ORD004281,OI004281,1210.56,Snacks,Cancelled
ORD004282,OI004282,2305.64,Frozen Foods,Completed
ORD004283,OI004283,819.09,Snacks,Completed
ORD004284,OI004284,637.94,Frozen Foods,Completed
ORD004285,OI004285,1505.36,Baby Care,Completed
ORD004286,OI004286,1260.55,Snacks,Completed
ORD004287,OI004287,574.22,Personal Care,Completed
ORD004288,OI004288,1808.73,Beverages,Cancelled
ORD004289,OI004289,373.95,Groceries,Rejected
ORD004290,OI004290,312.99,Household,Cancelled
ORD004291,OI004291,426.98,Bakery,Completed
ORD004292,OI004292,1197.19,Frozen Foods,Completed
ORD004293,OI004293,1341.99,Dairy,Completed
ORD004294,OI004294,1468.89,Personal Care,Rejected
ORD004295,OI004295,2069.57,Personal Care,Completed
ORD004296,OI004296,674.41,Household,Cancelled
ORD004297,OI004297,1286.48,Beverages,Completed
ORD004298,OI004298,1373.98,Snacks,Rejected
ORD004299,OI004299,465.8,Bakery,Completed
ORD004300,OI004300,442.32,Bakery,Completed
ORD004301,OI004301,843.83,Bakery,Rejected
ORD004302,OI004302,395.55,Beverages,Cancelled
ORD004303,OI004303,600.45,Personal Care,Cancelled
ORD004304,OI004304,2360.53,Fruits & Vegetables,Completed
ORD004305,OI004305,216.58,Dairy,Completed
ORD004306,OI004306,2328.35,Fruits & Vegetables,Cancelled
ORD004307,OI004307,2465.21,Groceries,Completed
ORD004308,OI004308,1186.7,Groceries,Completed
ORD004309,OI004309,1214.05,Beverages,Completed
ORD004310,OI004310,2464.1,Bakery,Completed
ORD004311,OI004311,1323.4,Household,Completed
ORD004312,OI004312,804.25,Bakery,Completed
ORD004313,OI004313,357.4,Snacks,Cancelled
ORD004314,OI004314,1375.21,Household,Completed
ORD004315,OI004315,2405.4,Personal Care,Completed
ORD004316,OI004316,2174.04,Household,Completed
ORD004317,OI004317,1963.22,Groceries,Rejected
ORD004318,OI004318,1122.26,Household,Completed
ORD004319,OI004319,2162.76,Snacks,Completed
ORD004320,OI004320,837.01,Personal Care,Rejected
ORD004321,OI004321,237.65,Frozen Foods,Completed
ORD004322,OI004322,296.78,Dairy,completed
ORD004323,OI004323,2371.89,Dairy,Completed
ORD004324,OI004324,1127.75,Baby Care,Completed
ORD004325,OI004325,2449.16,Frozen Foods,Completed
ORD004326,OI004326,1947.62,Household,Completed
ORD004327,OI004327,1901.31,Snacks,Completed
ORD004328,OI004328,1990.75,Groceries,Completed
ORD004329,OI004329,141.55,Personal Care,Completed
ORD004330,OI004330,170.58,Baby Care,Completed
ORD004331,OI004331,2110.82,Snacks,Cancelled
ORD004332,OI004332,354.21,Frozen Foods,Completed
ORD004333,OI004333,369.03,Frozen Foods,Completed
ORD004334,OI004334,883.18,Snacks,Cancelled
ORD004335,OI004335,1380.11,Personal Care,Completed
ORD004336,OI004336,456.14,Fruits & Vegetables,Completed
ORD004337,OI004337,1627.81,Groceries,Completed
ORD004338,OI004338,843.92,Fruits & Vegetables,Completed
ORD004339,OI004339,389.48,Frozen Foods,Cancelled
ORD004340,OI004340,886.6,Dairy,Completed
ORD004341,OI004341,1287.55,Baby Care,Completed
ORD004342,OI004342,1269.56,Personal Care,Completed
ORD004343,OI004343,1504.95,Frozen Foods,Completed
ORD004344,OI004344,445.01,Dairy,Cancelled
ORD004345,OI004345,1166.62,Fruits & Vegetables,Completed
ORD004346,OI004346,582.84,Dairy,Rejected
ORD004347,OI004347,860.21,Groceries,Rejected
ORD004348,OI004348,153.01,Snacks,Completed
ORD004349,OI004349,2025.04,Frozen Foods,Cancelled
ORD004350,OI004350,2268.83,Frozen Foods,Completed
ORD004351,OI004351,415.96,Personal Care,Rejected
ORD004352,OI004352,959.27,Household,Completed
ORD004353,OI004353,2329.65,Groceries,Rejected
ORD004354,OI004354,781.18,Personal Care,Rejected
ORD004355,OI004355,1613.58,Fruits & Vegetables,Completed
ORD004356,OI004356,819.97,Dairy,Completed
ORD004357,OI004357,1036.38,Snacks,Completed
ORD004358,OI004358,1852.22,Personal Care,Completed
ORD004359,OI004359,221.83,Baby Care,Rejected
ORD004360,OI004360,1418.24,Dairy,Completed
ORD004361,OI004361,869.12,Personal Care,Completed
ORD004362,OI004362,2117.74,Frozen Foods,Completed
ORD004363,OI004363,1123.66,Dairy,Cancelled
ORD004364,OI004364,1052.15,Dairy,Completed
ORD004365,OI004365,1033.94,Household,Completed
ORD004366,OI004366,379.53,Bakery,Completed
ORD004367,OI004367,1405.73,Snacks,Completed
ORD004368,OI004368,1697.16,Dairy,Rejected
ORD004369,OI004369,1281.69,Snacks,Completed
ORD004370,OI004370,2327.84,Bakery,Completed
ORD004371,OI004371,1712.91,Frozen Foods,Completed
ORD004372,OI004372,1085.82,Snacks,Rejected
ORD004373,OI004373,221.72,Bakery,Completed
ORD004374,OI004374,2003.27,Baby Care,Completed
ORD004375,OI004375,1987.69,Household,Cancelled
ORD004376,OI004376,2338.34,Frozen Foods,Completed
ORD004377,OI004377,644.38,Groceries,Completed
ORD004378,OI004378,850.54,Fruits & Vegetables,Completed
ORD004379,OI004379,319.25,Baby Care,Rejected
ORD004380,OI004380,824.56,Baby Care,Completed
ORD004381,OI004381,1836.76,Snacks,Completed
ORD004382,OI004382,1290.83,Snacks,Completed
ORD004383,OI004383,1818.64,Bakery,Completed
ORD004384,OI004384,660.42,Snacks,Completed
ORD004385,OI004385,131.96,Baby Care,Completed
ORD004386,OI004386,2428.73,Personal Care,Completed
ORD004387,OI004387,247.58,Bakery,Completed
ORD004388,OI004388,2285.59,Frozen Foods,Completed
ORD004389,OI004389,484.99,Frozen Foods,Completed
ORD004390,OI004390,1675.79,Baby Care,Completed
ORD004391,OI004391,2139.49,Personal Care,Cancelled
ORD004392,OI004392,1303.86,Personal Care,Completed
ORD004393,OI004393,1800.71,Fruits & Vegetables,Rejected
ORD004394,OI004394,2427.28,Snacks,Completed
ORD004395,OI004395,904.17,Dairy,Completed
ORD004396,OI004396,2280.37,Bakery,Completed
ORD004397,OI004397,2308.74,Dairy,Completed
ORD004398,OI004398,499.13,Baby Care,Completed
ORD004399,OI004399,891.52,Baby Care,Completed
ORD004400,OI004400,850.52,Fruits & Vegetables,Cancelled
ORD004401,OI004401,2238.14,Beverages,Cancelled
ORD004402,OI004402,1557.9,Frozen Foods,Cancelled
ORD004403,OI004403,258.43,Personal Care,Rejected
ORD004404,OI004404,562.11,Snacks,Completed
ORD004405,OI004405,345.53,Personal Care,Completed
ORD004406,OI004406,1868.6,Groceries,Rejected
ORD004407,OI004407,1728.16,Beverages,Completed
ORD004408,OI004408,307.61,Fruits & Vegetables,Cancelled
ORD004409,OI004409,194.15,Dairy,Completed
ORD004410,OI004410,1323.44,Baby Care,Completed
ORD004411,OI004411,2226.38,Personal Care,Completed
ORD004412,OI004412,874.9,Groceries,Completed
ORD004413,OI004413,1709.1,Snacks,Completed
ORD004414,OI004414,989.52,Household,Cancelled
ORD004415,OI004415,1490.52,Dairy,Cancelled
ORD004416,OI004416,1175.85,Dairy,Completed
ORD004417,OI004417,354.92,Beverages,Completed
ORD004418,OI004418,353.19,Baby Care,Rejected
ORD004419,OI004419,1410.11,Frozen Foods,Completed
ORD004420,OI004420,655.25,Snacks,Cancelled
ORD004421,OI004421,1832.59,Beverages,Cancelled
ORD004422,OI004422,1547.82,Household,Completed
ORD004423,OI004423,1811.33,Baby Care,Rejected
ORD004424,OI004424,1693.85,Groceries,Completed
ORD004425,OI004425,2400.54,Frozen Foods,Completed
ORD004426,OI004426,295.19,Personal Care,completed
ORD004427,OI004427,1068.79,Personal Care,Completed
ORD004428,OI004428,736.27,Baby Care,Rejected
ORD004429,OI004429,1795.29,Bakery,Completed
ORD004430,OI004430,408.18,Groceries,Cancelled
ORD004431,OI004431,2449.69,Beverages,Rejected
ORD004432,OI004432,318.37,Dairy,Rejected
ORD004433,OI004433,2468.23,Household,Completed
ORD004434,OI004434,2223.15,Baby Care,Completed
ORD004435,OI004435,1956.83,Dairy,Completed
ORD004436,OI004436,448.23,Dairy,Completed
ORD004437,OI004437,1126.94,Baby Care,Completed
ORD004438,OI004438,1328.31,Household,Completed
ORD004439,OI004439,928.94,Household,Rejected
ORD004440,OI004440,2436.84,Beverages,Completed
ORD004441,OI004441,361.88,Household,Completed
ORD004442,OI004442,698.24,Bakery,Completed
ORD004443,OI004443,2293.42,Fruits & Vegetables,Completed
ORD004444,OI004444,1123.66,Personal Care,Completed
ORD004445,OI004445,764.76,Baby Care,Cancelled
ORD004446,OI004446,754.36,Personal Care,Completed
ORD004447,OI004447,331.83,Bakery,Completed
ORD004448,OI004448,2334.78,Frozen Foods,Completed
ORD004449,OI004449,344.27,Household,Rejected
ORD004450,OI004450,1946.0,Groceries,Completed
ORD004451,OI004451,547.53,Groceries,Completed
ORD004452,OI004452,131.58,Dairy,Completed
ORD004453,OI004453,1595.07,Personal Care,Completed
ORD004454,OI004454,1089.22,Beverages,Completed
ORD004455,OI004455,239.68,Personal Care,Completed
ORD004456,OI004456,1105.94,Household,Completed
ORD004457,OI004457,2141.0,Household,Cancelled
ORD004458,OI004458,100.42,Snacks,Completed
ORD004459,OI004459,911.08,Personal Care,Cancelled
ORD004460,OI004460,1519.75,Baby Care,Completed
ORD004461,OI004461,1359.57,Household,Cancelled
ORD004462,OI004462,2174.29,Snacks,Completed
ORD004463,OI004463,340.92,Beverages,Completed
ORD004464,OI004464,898.54,Groceries,Completed
ORD004465,OI004465,1947.94,Frozen Foods,Cancelled
ORD004466,OI004466,1801.3,Baby Care,Rejected
ORD004467,OI004467,1803.86,Bakery,Completed
ORD004468,OI004468,576.93,Beverages,Cancelled
ORD004469,OI004469,938.81,Baby Care,Completed
ORD004470,OI004470,2061.14,Household,Rejected
ORD004471,OI004471,708.77,Household,Completed
ORD004472,OI004472,158.28,Fruits & Vegetables,Cancelled
ORD004473,OI004473,110.53,Household,Completed
ORD004474,OI004474,715.19,Personal Care,Completed
ORD004475,OI004475,2455.71,Personal Care,Cancelled
ORD004476,OI004476,2350.09,Fruits & Vegetables,Completed
ORD004477,OI004477,779.09,Personal Care,Completed
ORD004478,OI004478,950.64,Snacks,Cancelled
ORD004479,OI004479,1483.58,Personal Care,Completed
ORD004480,OI004480,2308.2,Fruits & Vegetables,Completed
ORD004481,OI004481,958.65,Household,Completed
ORD004482,OI004482,701.05,Personal Care,Completed
ORD004483,OI004483,1954.93,Personal Care,Rejected
ORD004484,OI004484,477.95,Baby Care,Cancelled
ORD004485,OI004485,518.42,Personal Care,Completed
ORD004486,OI004486,1735.67,Dairy,Completed
ORD004487,OI004487,2157.54,Frozen Foods,Completed
ORD004488,OI004488,1222.52,Bakery,Completed
ORD004489,OI004489,578.09,Household,Cancelled
ORD004490,OI004490,724.25,Groceries,Completed
ORD004491,OI004491,1677.13,Frozen Foods,Cancelled
ORD004492,OI004492,2443.55,Snacks,Cancelled
ORD004493,OI004493,908.19,Baby Care,Completed
ORD004494,OI004494,1752.86,Fruits & Vegetables,Cancelled
ORD004495,OI004495,918.6,Frozen Foods,Rejected
ORD004496,OI004496,448.87,Baby Care,Completed
ORD004497,OI004497,2150.65,Baby Care,Completed
ORD004498,OI004498,911.38,Fruits & Vegetables,Completed
ORD004499,OI004499,2456.75,Groceries,completed
ORD004500,OI004500,1321.94,Personal Care,Completed
ORD004501,OI004501,2328.17,Frozen Foods,Completed
ORD004502,OI004502,2319.0,Frozen Foods,Completed
ORD004503,OI004503,1423.02,Bakery,Completed
ORD004504,OI004504,1111.26,Baby Care,Completed
ORD004505,OI004505,2120.89,Dairy,Cancelled
ORD004506,OI004506,2251.31,Bakery,Completed
ORD004507,OI004507,1006.7,Baby Care,Completed
ORD004508,OI004508,560.53,Bakery,Rejected
ORD004509,OI004509,2151.63,Snacks,Completed
ORD004510,OI004510,145.66,Frozen Foods,Completed
ORD004511,OI004511,569.72,Baby Care,Rejected
ORD004512,OI004512,2217.11,Personal Care,Completed
ORD004513,OI004513,1194.59,Baby Care,Completed
ORD004514,OI004514,679.41,Personal Care,Rejected
ORD004515,OI004515,180.9,Bakery,Cancelled
ORD004516,OI004516,1995.84,Household,Completed
ORD004517,OI004517,1946.26,Personal Care,Cancelled
ORD004518,OI004518,544.16,Snacks,Completed
ORD004519,OI004519,286.27,Fruits & Vegetables,Completed
ORD004520,OI004520,502.25,Groceries,Completed
ORD004521,OI004521,1819.32,Beverages,Completed
ORD004522,OI004522,1905.73,Fruits & Vegetables,Cancelled
ORD004523,OI004523,1742.63,Beverages,Completed
ORD004524,OI004524,180.1,Bakery,Completed
ORD004525,OI004525,1811.24,Fruits & Vegetables,Rejected
ORD004526,OI004526,1321.06,Beverages,Completed
ORD004527,OI004527,476.98,Frozen Foods,Completed
ORD004528,OI004528,1120.31,Frozen Foods,Completed
ORD004529,OI004529,1568.41,Household,Completed
ORD004530,OI004530,1596.01,Fruits & Vegetables,Completed
ORD004531,OI004531,787.48,Groceries,Completed
ORD004532,OI004532,1848.38,Groceries,Completed
ORD004533,OI004533,1175.27,Baby Care,Cancelled
ORD004534,OI004534,2177.31,Beverages,Completed
ORD004535,OI004535,509.33,Fruits & Vegetables,Completed
ORD004536,OI004536,1713.91,Household,Rejected
ORD004537,OI004537,877.38,Bakery,Completed
ORD004538,OI004538,2341.43,Dairy,Completed
ORD004539,OI004539,1937.04,Bakery,Completed
ORD004540,OI004540,1112.38,Dairy,Completed
ORD004541,OI004541,1081.53,Beverages,Completed
ORD004542,OI004542,1139.44,Frozen Foods,Rejected
ORD004543,OI004543,2083.05,Bakery,Completed
ORD004544,OI004544,1861.13,Fruits & Vegetables,Cancelled
ORD004545,OI004545,1307.93,Frozen Foods,Completed
ORD004546,OI004546,2491.95,Beverages,Completed
ORD004547,OI004547,1698.81,Groceries,Completed
ORD004548,OI004548,1313.22,Baby Care,Completed
ORD004549,OI004549,966.87,Bakery,Completed
ORD004550,OI004550,2233.88,Groceries,Completed
ORD004551,OI004551,2044.96,Household,Completed
ORD004552,OI004552,637.41,Dairy,Rejected
ORD004553,OI004553,1038.95,Bakery,Rejected
ORD004554,OI004554,184.13,Fruits & Vegetables,Completed
ORD004555,OI004555,2096.63,Personal Care,Completed
ORD004556,OI004556,1226.18,Groceries,Completed
ORD004557,OI004557,572.86,Household,Rejected
ORD004558,OI004558,1349.93,Frozen Foods,Completed
ORD004559,OI004559,1039.76,Fruits & Vegetables,Completed
ORD004560,OI004560,1778.18,Household,Cancelled
ORD004561,OI004561,2439.77,Frozen Foods,Completed
ORD004562,OI004562,326.78,Dairy,Rejected
ORD004563,OI004563,2103.85,Personal Care,Completed
ORD004564,OI004564,1544.28,Beverages,Completed
ORD004565,OI004565,146.33,Personal Care,Cancelled
ORD004566,OI004566,499.62,Groceries,Rejected
ORD004567,OI004567,1991.78,Fruits & Vegetables,Completed
ORD004568,OI004568,146.31,Groceries,Completed
ORD004569,OI004569,2318.43,Beverages,Completed
ORD004570,OI004570,2432.15,Beverages,Completed
ORD004571,OI004571,2177.77,Beverages,Cancelled
ORD004572,OI004572,525.8,Frozen Foods,Rejected
ORD004573,OI004573,1097.9,Groceries,Rejected
ORD004574,OI004574,1551.93,Beverages,Completed
ORD004575,OI004575,1861.05,Dairy,Completed
ORD004576,OI004576,1353.13,Bakery,Rejected
ORD004577,OI004577,1658.51,Dairy,Completed
ORD004578,OI004578,2366.43,Dairy,Cancelled
ORD004579,OI004579,540.63,Groceries,Cancelled
ORD004580,OI004580,734.77,Groceries,Rejected
ORD004581,OI004581,2216.83,Fruits & Vegetables,Completed
ORD004582,OI004582,779.55,Baby Care,Rejected
ORD004583,OI004583,2488.15,Baby Care,Completed
ORD004584,OI004584,700.3,Fruits & Vegetables,Completed
ORD004585,OI004585,1339.76,Frozen Foods,Cancelled
ORD004586,OI004586,2464.5,Dairy,Completed
ORD004587,OI004587,2200.08,Dairy,Completed
ORD004588,OI004588,391.53,Dairy,Rejected
ORD004589,OI004589,172.8,Snacks,Completed
ORD004590,OI004590,1850.31,Personal Care,Completed
ORD004591,OI004591,603.01,Groceries,Completed
ORD004592,OI004592,106.52,Dairy,Cancelled
ORD004593,OI004593,771.07,Baby Care,Completed
ORD004594,OI004594,100.62,Dairy,Completed
ORD004595,OI004595,2404.68,Household,Completed
ORD004596,OI004596,1671.96,Groceries,Completed
ORD004597,OI004597,2204.32,Household,Completed
ORD004598,OI004598,960.2,Fruits & Vegetables,Completed
ORD004599,OI004599,189.43,Frozen Foods,Cancelled
ORD004600,OI004600,1775.66,Frozen Foods,Rejected
ORD004601,OI004601,621.26,Fruits & Vegetables,Completed
ORD004602,OI004602,1970.45,Personal Care,Completed
ORD004603,OI004603,2433.92,Bakery,Completed
ORD004604,OI004604,125.04,Fruits & Vegetables,Cancelled
ORD004605,OI004605,232.84,Frozen Foods,Cancelled
ORD004606,OI004606,1315.34,Beverages,Completed
ORD004607,OI004607,1967.48,Dairy,Completed
ORD004608,OI004608,1313.55,Frozen Foods,Rejected
ORD004609,OI004609,1134.62,Snacks,Completed
ORD004610,OI004610,356.99,Groceries,Rejected
ORD004611,OI004611,954.05,Bakery,Completed
ORD004612,OI004612,656.7,Bakery,Completed
ORD004613,OI004613,1083.54,Bakery,Completed
ORD004614,OI004614,2327.71,Snacks,Completed
ORD004615,OI004615,901.37,Baby Care,Completed
ORD004616,OI004616,2121.16,Baby Care,Rejected
ORD004617,OI004617,2043.65,Dairy,Completed
ORD004618,OI004618,749.33,Bakery,Cancelled
ORD004619,OI004619,156.27,Beverages,Cancelled
ORD004620,OI004620,1061.39,Snacks,Completed
ORD004621,OI004621,794.1,Snacks,Cancelled
ORD004622,OI004622,416.55,Groceries,Completed
ORD004623,OI004623,2093.77,Dairy,Rejected
ORD004624,OI004624,987.85,Beverages,Completed
ORD004625,OI004625,2086.56,Frozen Foods,Completed
ORD004626,OI004626,275.14,Household,Completed
ORD004627,OI004627,229.89,Baby Care,Cancelled
ORD004628,OI004628,493.35,Bakery,Rejected
ORD004629,OI004629,1075.85,Household,Completed
ORD004630,OI004630,2199.93,Dairy,Completed
ORD004631,OI004631,1159.92,Personal Care,Completed
ORD004632,OI004632,1350.25,Personal Care,Completed
ORD004633,OI004633,1463.53,Fruits & Vegetables,Completed
ORD004634,OI004634,1730.74,Household,Cancelled
ORD004635,OI004635,2304.66,Groceries,Cancelled
ORD004636,OI004636,449.98,Frozen Foods,Completed
ORD004637,OI004637,2329.68,Beverages,Completed
ORD004638,OI004638,2022.33,Bakery,Completed
ORD004639,OI004639,2211.84,Frozen Foods,Completed
ORD004640,OI004640,799.4,Dairy,Rejected
ORD004641,OI004641,380.24,Snacks,Rejected
ORD004642,OI004642,873.64,Beverages,Completed
ORD004643,OI004643,2222.41,Personal Care,Completed
ORD004644,OI004644,718.84,Household,Rejected
ORD004645,OI004645,290.72,Snacks,Completed
ORD004646,OI004646,551.55,Beverages,Completed
ORD004647,OI004647,2368.1,Snacks,Rejected
ORD004648,OI004648,1031.79,Baby Care,Completed
ORD004649,OI004649,1313.44,Personal Care,Completed
ORD004650,OI004650,2445.06,Groceries,Completed
ORD004651,OI004651,2000.64,Fruits & Vegetables,Completed
ORD004652,OI004652,1638.84,Groceries,Completed
ORD004653,OI004653,166.06,Snacks,Completed
ORD004654,OI004654,768.93,Dairy,Completed
ORD004655,OI004655,965.93,Household,Completed
ORD004656,OI004656,1929.51,Baby Care,Rejected
ORD004657,OI004657,137.5,Groceries,Cancelled
ORD004658,OI004658,1202.71,Personal Care,Completed
ORD004659,OI004659,1630.43,Fruits & Vegetables,Cancelled
ORD004660,OI004660,1348.36,Beverages,Cancelled
ORD004661,OI004661,1822.57,Baby Care,Cancelled
ORD004662,OI004662,331.84,Bakery,Rejected
ORD004663,OI004663,1695.02,Personal Care,Rejected
ORD004664,OI004664,1603.6,Groceries,Rejected
ORD004665,OI004665,2470.43,Dairy,Completed
ORD004666,OI004666,597.64,Personal Care,Completed
ORD004667,OI004667,492.42,Fruits & Vegetables,Completed
ORD004668,OI004668,1847.2,Beverages,Rejected
ORD004669,OI004669,1673.98,Bakery,Completed
ORD004670,OI004670,199.28,Personal Care,Cancelled
ORD004671,OI004671,1604.53,Frozen Foods,Completed
ORD004672,OI004672,1297.8,Household,Cancelled
ORD004673,OI004673,551.9,Dairy,Completed
ORD004674,OI004674,326.23,Bakery,Completed
ORD004675,OI004675,2046.61,Bakery,Completed
ORD004676,OI004676,1545.87,Frozen Foods,Completed
ORD004677,OI004677,1605.97,Bakery,Rejected
ORD004678,OI004678,864.45,Bakery,Completed
ORD004679,OI004679,668.94,Household,Completed
ORD004680,OI004680,1526.18,Personal Care,Completed
ORD004681,OI004681,2119.32,Household,Completed
ORD004682,OI004682,557.48,Groceries,Completed
ORD004683,OI004683,2042.17,Frozen Foods,Completed
ORD004684,OI004684,1497.55,Personal Care,Completed
ORD004685,OI004685,1262.07,Snacks,Rejected
ORD004686,OI004686,793.03,Baby Care,Completed
ORD004687,OI004687,2377.5,Groceries,Completed
ORD004688,OI004688,2092.41,Beverages,Completed
ORD004689,OI004689,1354.11,Snacks,Completed
ORD004690,OI004690,727.42,Groceries,Completed
ORD004691,OI004691,2035.65,Fruits & Vegetables,Completed
ORD004692,OI004692,728.06,Baby Care,Completed
ORD004693,OI004693,562.41,Dairy,Completed
ORD004694,OI004694,236.5,Dairy,Completed
ORD004695,OI004695,418.26,Groceries,Completed
ORD004696,OI004696,658.11,Snacks,Completed
ORD004697,OI004697,1636.08,Frozen Foods,Completed
ORD004698,OI004698,1552.43,Beverages,Completed
ORD004699,OI004699,945.96,Beverages,Cancelled
ORD004700,OI004700,757.54,Baby Care,Completed
ORD004701,OI004701,2413.22,Personal Care,Cancelled
ORD004702,OI004702,1299.82,Baby Care,Rejected
ORD004703,OI004703,1739.72,Bakery,Rejected
ORD004704,OI004704,1989.71,Groceries,Cancelled
ORD004705,OI004705,1354.99,Frozen Foods,Completed
ORD004706,OI004706,1808.05,Groceries,Completed
ORD004707,OI004707,1470.1,Dairy,Completed
ORD004708,OI004708,1427.41,Groceries,Completed
ORD004709,OI004709,1367.59,Personal Care,Cancelled
ORD004710,OI004710,2315.08,Baby Care,Cancelled
ORD004711,OI004711,1747.35,Household,Completed
ORD004712,OI004712,408.25,Dairy,Completed
ORD004713,OI004713,2053.86,Beverages,Rejected
ORD004714,OI004714,1355.67,Groceries,Completed
ORD004715,OI004715,1185.22,Personal Care,Rejected
ORD004716,OI004716,2389.39,Fruits & Vegetables,Rejected
ORD004717,OI004717,745.9,Fruits & Vegetables,Completed
ORD004718,OI004718,1792.18,Beverages,Completed
ORD004719,OI004719,1292.74,Baby Care,Rejected
ORD004720,OI004720,1525.51,Fruits & Vegetables,Completed
ORD004721,OI004721,1018.55,Bakery,Completed
ORD004722,OI004722,1511.46,Snacks,Completed
ORD004723,OI004723,118.07,Fruits & Vegetables,Completed
ORD004724,OI004724,1662.32,Frozen Foods,Completed
ORD004725,OI004725,642.62,Bakery,Completed
ORD004726,OI004726,2022.36,Household,Completed
ORD004727,OI004727,2363.72,Snacks,Cancelled
ORD004728,OI004728,2189.24,Dairy,Completed
ORD004729,OI004729,1529.38,Beverages,Completed
ORD004730,OI004730,321.5,Frozen Foods,Rejected
ORD004731,OI004731,2410.3,Personal Care,Completed
ORD004732,OI004732,649.31,Fruits & Vegetables,Completed
ORD004733,OI004733,992.6,Dairy,Cancelled
ORD004734,OI004734,1914.2,Fruits & Vegetables,Completed
ORD004735,OI004735,1553.95,Household,Completed
ORD004736,OI004736,1567.51,Baby Care,Completed
ORD004737,OI004737,-173.48,Beverages,Completed
ORD004738,OI004738,558.13,Household,Completed
ORD004739,OI004739,206.72,Groceries,Cancelled
ORD004740,OI004740,2160.86,Frozen Foods,Completed
ORD004741,OI004741,208.55,Dairy,Completed
ORD004742,OI004742,1090.68,Frozen Foods,Cancelled
ORD004743,OI004743,810.69,Household,Completed
ORD004744,OI004744,1062.65,Groceries,Rejected
ORD004745,OI004745,1574.8,Bakery,Completed
ORD004746,OI004746,1884.52,Groceries,Completed
ORD004747,OI004747,2270.58,Fruits & Vegetables,Completed
ORD004748,OI004748,374.8,Groceries,Completed
ORD004749,OI004749,909.87,Snacks,Rejected
ORD004750,OI004750,997.88,Bakery,Completed
ORD004751,OI004751,2398.21,Frozen Foods,Completed
ORD004752,OI004752,529.79,Fruits & Vegetables,Completed
ORD004753,OI004753,2070.07,Groceries,Rejected
ORD004754,OI004754,1460.03,Baby Care,Completed
ORD004755,OI004755,1814.33,Baby Care,Cancelled
ORD004756,OI004756,2076.72,Beverages,Rejected
ORD004757,OI004757,899.79,Fruits & Vegetables,Cancelled
ORD004758,OI004758,1428.57,Beverages,Completed
ORD004759,OI004759,1073.04,Household,Cancelled
ORD004760,OI004760,167.77,Fruits & Vegetables,Completed
ORD004761,OI004761,174.09,Personal Care,Completed
ORD004762,OI004762,650.47,Personal Care,Completed
ORD004763,OI004763,661.24,Personal Care,Completed
ORD004764,OI004764,1313.01,Beverages,Rejected
ORD004765,OI004765,2335.5,Frozen Foods,Completed
ORD004766,OI004766,995.69,Dairy,Rejected
ORD004767,OI004767,1244.35,Snacks,Rejected
ORD004768,OI004768,1029.25,Household,Completed
ORD004769,OI004769,1415.3,Personal Care,Cancelled
ORD004770,OI004770,2248.54,Household,Rejected
ORD004771,OI004771,855.45,Frozen Foods,Rejected
ORD004772,OI004772,2176.17,Groceries,Completed
ORD004773,OI004773,720.81,Frozen Foods,Completed
ORD004774,OI004774,1181.32,Frozen Foods,Completed
ORD004775,OI004775,2347.49,Dairy,Completed
ORD004776,OI004776,208.8,Dairy,Completed
ORD004777,OI004777,1688.56,Household,Completed
ORD004778,OI004778,1997.8,Personal Care,Completed
ORD004779,OI004779,546.05,Bakery,Rejected
ORD004780,OI004780,1511.09,Beverages,Completed
ORD004781,OI004781,1548.99,Bakery,Completed
ORD004782,OI004782,1820.19,Beverages,Cancelled
ORD004783,OI004783,1707.28,Snacks,Rejected
ORD004784,OI004784,1483.32,Beverages,Completed
ORD004785,OI004785,1158.29,Personal Care,Completed
ORD004786,OI004786,1680.3,Fruits & Vegetables,Cancelled
ORD004787,OI004787,405.43,Baby Care,Completed
ORD004788,OI004788,769.61,Dairy,Completed
ORD004789,OI004789,201.21,Beverages,Completed
ORD004790,OI004790,399.08,Bakery,Rejected
ORD004791,OI004791,1191.7,Personal Care,Rejected
ORD004792,OI004792,788.48,Household,Rejected
ORD004793,OI004793,2154.24,Dairy,Completed
ORD004794,OI004794,2275.17,Baby Care,Cancelled
ORD004795,OI004795,1695.04,Fruits & Vegetables,Cancelled
ORD004796,OI004796,902.48,Baby Care,Completed
ORD004797,OI004797,2317.32,Baby Care,Completed
ORD004798,OI004798,207.93,Fruits & Vegetables,Rejected
ORD004799,OI004799,1374.41,Fruits & Vegetables,Completed
ORD004800,OI004800,2292.96,Frozen Foods,Rejected
ORD004801,OI004801,1236.14,Bakery,Cancelled
ORD004802,OI004802,729.76,Bakery,Completed
ORD004803,OI004803,907.41,Frozen Foods,Completed
